Latitude,Longitude,Seagr bioregion,Habitat,Genus,Year obs,biom above dm [g/m**2],biom below dm [g/m**2],biom tot dm [g/m**2],shoot dens [#/m**2],coverage [%], leaf dens [#/m**2],production above dm [g/m**2/day],production below dm [g/m**2/day],production total dm [g/m**2/day],shoot production dm [g/m**2/day],leaf production dm [g/m**2/day]
-38.244,144.681,Temperate Southern,Estuarine,Zostera,2012,,,,,18,,,,,,
-38.244,144.681,Temperate Southern,Estuarine,Zostera,2012,,,,,21,,,,,,
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,95,,,,,,
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,90,,,,,,
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,40,,,,,,
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,68,,,,,,
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,55,,,,,,
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,25,,,,,,
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,36,,,,,,
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,29,,,,,,
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2012,,,,,25,,,,,,
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,88,,,,,,
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,82,,,,,,
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,74,,,,,,
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,72,,,,,,
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,65,,,,,,
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,71,,,,,,
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,58,,,,,,
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,58,,,,,,
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2012,,,,,35,,,,,,
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,33,,,,,,
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,30,,,,,,
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,30,,,,,,
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,18,,,,,,
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,30,,,,,,
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,19,,,,,,
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,13,,,,,,
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,41,,,,,,
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2012,,,,,39,,,,,,
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,51,,,,,,
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,23,,,,,,
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,45,,,,,,
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,40,,,,,,
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,57,,,,,,
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,35,,,,,,
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,38,,,,,,
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,36,,,,,,
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2012,,,,,33,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,38,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,41,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,37,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,18,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,42,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,24,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,21,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,19,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2012,,,,,17,,,,,,
-38.354,144.77,Temperate Southern,Estuarine,Zostera,2013,,,,,22,,,,,,
-38.346,144.914,Temperate Southern,Estuarine,Zostera,2013,,,,,15,,,,,,
-38.286,144.616,Temperate Southern,Estuarine,Zostera,2013,,,,,6,,,,,,
-38.257,144.674,Temperate Southern,Estuarine,Zostera,2013,,,,,75,,,,,,
-38.244,144.681,Temperate Southern,Estuarine,Zostera,2013,,,,,11,,,,,,
-38.133,144.43,Temperate Southern,Estuarine,Zostera,2013,,,,,33,,,,,,
-38.106,144.631,Temperate Southern,Estuarine,Zostera,2013,,,,,47,,,,,,
-38.06,144.417,Temperate Southern,Estuarine,Zostera,2013,,,,,27,,,,,,
-37.876,144.816,Temperate Southern,Estuarine,Zostera,2013,,,,,20,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2013,166.31,1141.88,1308.19,,38,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2014,161.36,1106.93,1268.29,,,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2015,125.61,927.8,1053.41,,,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2011,171.37,1227.71,1399.08,,,,,,,,
-37.867,144.881,Temperate Southern,Estuarine,Zostera,2011,276.07,1729.67,2005.74,,,,,,,,
36.5,-6.167,Mediterranean,Coastal,Zostera,2015,,,,12561,,,,,,,
36.5,-6.167,Mediterranean,Coastal,Zostera,2015,,,,5172,,,,,,,
40.133,-8.833,Mediterranean,Estuarine,Zostera,2015,,,,6573,,,,,,,
40.133,-8.833,Mediterranean,Estuarine,Zostera,2015,,,,6420,,,,,,,
40.133,-8.833,Mediterranean,Estuarine,Zostera,2015,,,,7108,,,,,,,
40.133,-8.833,Mediterranean,Estuarine,Zostera,2015,,,,12739,,,,,,,
43.35,-1.133,Mediterranean,Estuarine,Zostera,2015,,,,5580,,,,,,,
43.35,-1.133,Mediterranean,Estuarine,Zostera,2015,,,,4892,,,,,,,
43.417,-1.767,Mediterranean,Coastal,Zostera,2015,,,,1580,,,,,,,
43.417,-1.767,Mediterranean,Coastal,Zostera,2015,,,,2191,,,,,,,
44.673,-1.075,Mediterranean,Estuarine,Zostera,2015,,,,9146,,,,,,,
44.673,-1.075,Mediterranean,Estuarine,Zostera,2015,,,,9045,,,,,,,
44.682,-1.11,Mediterranean,Estuarine,Zostera,2015,,,,10904,,,,,,,
44.682,-1.11,Mediterranean,Estuarine,Zostera,2015,,,,9197,,,,,,,
47.004,-2.199,Mediterranean,Coastal,Zostera,2015,,,,6548,,,,,,,
47.005,-2.191,Mediterranean,Coastal,Zostera,2015,,,,5478,,,,,,,
48.592,-2.202,Mediterranean,Estuarine,Zostera,2015,,,,2752,,,,,,,
48.592,-2.202,Mediterranean,Estuarine,Zostera,2015,,,,2038,,,,,,,
51.39,3.756,Temperate North Atlantic,Estuarine,Zostera,2015,,,,6115,,,,,,,
51.39,3.756,Temperate North Atlantic,Estuarine,Zostera,2015,,,,5427,,,,,,,
51.466,4.123,Temperate North Atlantic,Estuarine,Zostera,2015,,,,10318,,,,,,,
51.466,4.123,Temperate North Atlantic,Estuarine,Zostera,2015,,,,7389,,,,,,,
54.918,8.398,Temperate North Atlantic,Estuarine,Zostera,2015,,,,6064,,,,,,,
54.918,8.398,Temperate North Atlantic,Estuarine,Zostera,2015,,,,9809,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,100.71,310.79,411.5,1848.6,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,69.91,277.72,347.64,1218.32,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,46.95,252.69,299.65,1069.16,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,41.89,216.25,258.14,1131.12,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,46.73,221.23,267.96,885.51,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,28.74,186.44,215.18,683.36,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1993,48.11,169.8,217.91,749.53,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1994,69.32,204.93,274.25,771.4,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1994,87.44,218.56,306.01,994.02,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1994,92.63,252.83,345.46,1506.54,,,,,,,
-5.047,119.331,Tropical Indo Pacific,Coastal,Thalassia,1994,89.93,286.74,376.66,1055.7,,,,,,,
25.198,-80.792,Tropical Atlantic,Estuarine,Ruppia,2014,,,,3232,,,,,,,
-26.202,113.466,Tropical Indo Pacific,Coastal,Posidonia,2011,,,,286.22,,,,,,,
-26.202,113.466,Tropical Indo Pacific,Coastal,Posidonia,2014,,,,200.74,,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Cymodocea,2009,20.81,,,24.88,5,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Cymodocea,2009,50.39,,,79.4,38,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Cymodocea,2009,34.6,,,51.49,31,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Enhalus,2009,81.73,,,13.2,7,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Enhalus,2009,52.9,,,8.01,3,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halodule,2009,13.29,,,36.13,4,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halodule,2009,5.01,,,11.47,4,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halodule,2009,7.27,,,21.2,5,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halodule,2009,3.01,,,18.17,3,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halodule,2009,2.76,,,10.39,6,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,2.51,,,17.74,3,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,2.26,,,12.12,4,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,3.51,,,21.42,2,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,2.26,,,11.47,5,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,5.01,,,29.42,4,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,3.26,,,16.44,10,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,6.02,,,32.02,5,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,2.76,,,13.41,12,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,5.01,,,25.96,2,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Halophila,2009,1.5,,,14.28,7,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Syringodium,2009,17.3,,,34.83,11,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Syringodium,2009,6.52,,,13.2,7,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Thalassia,2009,32.34,,,40.46,13,,,,,,
9.267,79.167,Tropical Indo Pacific,Coastal,Thalassia,2009,11.78,,,14.71,8,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,124.35,,,5988.8,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,200.87,,,3977.7,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,176.52,,,3217.9,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,132.17,,,3865.9,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,197.39,,,3955.3,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,132.17,,,2815.6,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,78.26,,,2346.4,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,80,,,2189.9,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,76.52,,,4446.9,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,63.48,,,3664.8,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,66.09,,,4134.1,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,87.83,,,3888.3,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,140.87,,,4268.2,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,107.83,,,2815.6,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,54.78,,,2770.9,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2015,66.09,,,2525.1,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,88.7,,,2011.2,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,77.39,,,1944.1,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,126.09,,,3374.3,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,166.09,,,4849.2,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,169.57,,,4916.2,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,203.48,,,5497.2,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,203.48,,,4044.7,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,192.17,,,3575.4,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,149.57,,,3933,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,161.74,,,3575.4,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,123.48,,,2770.9,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,63.48,,,2726.3,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,47.83,,,1653.6,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,71.3,,,2055.9,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,63.48,,,1966.5,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,73.91,,,2882.7,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,111.3,,,3419,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,103.48,,,3307.3,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,129.57,,,3016.8,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,54.78,,,2592.2,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,90.43,,,2614.5,,,,,,,
34.776,128.596,Temperate North Pacific,Coastal,Zostera,2016,53.04,,,2458.1,,,,,,,
39.262,3.052,Mediterranean,Coastal,Posidonia,2004,,,,690.61,,,,,,,
39.504,2.543,Mediterranean,Coastal,Posidonia,2004,,,,300.96,,,,,,,
39.504,2.543,Mediterranean,Coastal,Posidonia,2005,,,,338.43,,,,,,,
39.262,3.052,Mediterranean,Coastal,Posidonia,2006,,,,719.91,,,,,,,
39.504,2.543,Mediterranean,Coastal,Posidonia,2006,,,,490.75,,,,,,,
39.262,3.052,Mediterranean,Coastal,Posidonia,2007,,,,999.52,,,,,,,
39.504,2.543,Mediterranean,Coastal,Posidonia,2007,,,,668.68,,,,,,,
39.262,3.052,Mediterranean,Coastal,Posidonia,2008,,,,920.29,,,,,,,
39.504,2.543,Mediterranean,Coastal,Posidonia,2008,,,,665,,,,,,,
16.398339,119.88056,Tropical Indo Pacific,Coastal,Enhalus,1995,53.7,,,,,,,,,,
16.398339,119.88056,Tropical Indo Pacific,Coastal,Thalassia,1995,93.9,,,,,,,,,,
16.398339,119.88056,Tropical Indo Pacific,Coastal,Cymodocea,1995,31.7,,,,,,,,,,
16.398339,119.88056,Tropical Indo Pacific,Coastal,Cymodocea,1995,48.3,,,,,,,,,,
16.398339,119.88056,Tropical Indo Pacific,Coastal,Syringodium,1995,33,,,,,,,,,,
16.398339,119.88056,Tropical Indo Pacific,Coastal,Halodule,1995,29.4,,,,,,,,,,
16.398339,119.88056,Tropical Indo Pacific,Coastal,Halophila,1995,3.1,,,,,,,,,,
13.491233,120.971599,Tropical Indo Pacific,Coastal,Enhalus,1995,3.6,,,,,,,,,,
13.491233,120.971599,Tropical Indo Pacific,Coastal,Thalassia,1995,50.5,,,,,,,,,,
13.491233,120.971599,Tropical Indo Pacific,Coastal,Cymodocea,1995,4.3,,,,,,,,,,
13.491233,120.971599,Tropical Indo Pacific,Coastal,Cymodocea,1995,14.4,,,,,,,,,,
13.491233,120.971599,Tropical Indo Pacific,Coastal,Syringodium,1995,,,,,,,,,,,
13.491233,120.971599,Tropical Indo Pacific,Coastal,Halodule,1995,4.9,,,,,,,,,,
13.491233,120.971599,Tropical Indo Pacific,Coastal,Halophila,1995,3.9,,,,,,,,,,
11.134501,119.378531,Tropical Indo Pacific,Coastal,Enhalus,1995,13.9,,,,,,,,,,
11.134501,119.378531,Tropical Indo Pacific,Coastal,Thalassia,1995,14.6,,,,,,,,,,
11.134501,119.378531,Tropical Indo Pacific,Coastal,Cymodocea,1995,5.7,,,,,,,,,,
11.134501,119.378531,Tropical Indo Pacific,Coastal,Cymodocea,1995,9.4,,,,,,,,,,
11.134501,119.378531,Tropical Indo Pacific,Coastal,Syringodium,1995,1.5,,,,,,,,,,
11.134501,119.378531,Tropical Indo Pacific,Coastal,Halodule,1995,4.2,,,,,,,,,,
11.134501,119.378531,Tropical Indo Pacific,Coastal,Halophila,1995,0.6,,,,,,,,,,
7.270522,99.403816,Tropical Indo Pacific,Coastal,Enhalus,1995,4.9,,,,,,,,,,
7.270522,99.403816,Tropical Indo Pacific,Coastal,Thalassia,1995,3.4,,,,,,,,,,
7.270522,99.403816,Tropical Indo Pacific,Coastal,Cymodocea,1995,0.3,,,,,,,,,,
7.270522,99.403816,Tropical Indo Pacific,Coastal,Cymodocea,1995,0.2,,,,,,,,,,
7.270522,99.403816,Tropical Indo Pacific,Coastal,Syringodium,1995,2.4,,,,,,,,,,
7.270522,99.403816,Tropical Indo Pacific,Coastal,Halodule,1995,0.7,,,,,,,,,,
7.270522,99.403816,Tropical Indo Pacific,Coastal,Halophila,1995,10.3,,,,,,,,,,
17.62,119.66,Tropical Indo Pacific,Coastal,Enhalus,,,,,12.58,,,,,,,
17.62,119.66,Tropical Indo Pacific,Coastal,Thalassia,,,,,195.54,,,,,,,
17.62,119.66,Tropical Indo Pacific,Coastal,Cymodocea,,,,,23.79,,,,,,,
17.62,119.66,Tropical Indo Pacific,Coastal,Cymodocea,,,,,24.19,,,,,,,
17.62,119.66,Tropical Indo Pacific,Coastal,Halodule,,,,,196.54,,,,,,,
17.62,119.66,Tropical Indo Pacific,Coastal,Syringodium,,,,,249.7,,,,,,,
41.662,2.798,Mediterranean,Coastal,Cymodocea,,,,,480.81,,,,,,,
41.787117,3.053433,Mediterranean,Coastal,Cymodocea,2002,,,237.74,617,,,,,0.79,,0.329
41.787117,3.053433,Mediterranean,Coastal,Cymodocea,2002,,,150.94,583,,,,,0.5,,0.26
9.733,79.018,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,1112,,,,,,,,
9.738,79.02,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,1283,,,,,,,,
10.047,79.255,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,434,,,,,,,,
10.156,79.241,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,1710,,,,,,,,
10.263,79.312,Tropical Indo Pacific,Coastal,Cymodocea,2013,,,1272,,,,,,,,
10.129,79.248,Tropical Indo Pacific,Coastal,Enhalus,2013,,,952,,,,,,,,
10.131,79.24,Tropical Indo Pacific,Coastal,Enhalus,2013,,,914,,,,,,,,
10.156,79.241,Tropical Indo Pacific,Coastal,Enhalus,2013,,,1577,,,,,,,,
10.047,79.255,Tropical Indo Pacific,Coastal,Halodule,2013,,,662,,,,,,,,
10.129,79.248,Tropical Indo Pacific,Coastal,Halodule,2013,,,518,,,,,,,,
10.131,79.24,Tropical Indo Pacific,Coastal,Halodule,2013,,,476,,,,,,,,
10.156,79.241,Tropical Indo Pacific,Coastal,Halodule,2013,,,464,,,,,,,,
10.263,79.312,Tropical Indo Pacific,Coastal,Halodule,2013,,,628,,,,,,,,
9.733,79.018,Tropical Indo Pacific,Coastal,Halophila,2013,,,228,,,,,,,,
9.738,79.02,Tropical Indo Pacific,Coastal,Halophila,2013,,,281,,,,,,,,
10.263,79.312,Tropical Indo Pacific,Coastal,Halophila,2013,,,238,,,,,,,,
9.733,79.018,Tropical Indo Pacific,Coastal,Syringodium,2013,,,1062,,,,,,,,
9.738,79.02,Tropical Indo Pacific,Coastal,Syringodium,2013,,,1036,,,,,,,,
10.129,79.248,Tropical Indo Pacific,Coastal,Syringodium,2013,,,910,,,,,,,,
10.131,79.24,Tropical Indo Pacific,Coastal,Syringodium,2013,,,952,,,,,,,,
10.129,79.248,Tropical Indo Pacific,Coastal,Thalassia,2013,,,933,,,,,,,,
10.131,79.24,Tropical Indo Pacific,Coastal,Thalassia,2013,,,963,,,,,,,,
15.928,108.528,Tropical Indo Pacific,Coastal,Cymodocea,2018,1.2,4.1,5.3,437.3,,,,,,,
16.315,-86.543,Tropical Atlantic,Coastal,Thalassia,1990,42.1,,,110.5,33.5,,,,,,
16.315,-86.543,Tropical Atlantic,Coastal,Thalassia,1990,40.9,,,96.36,29.2,,,,,,
16.793,-87.775,Tropical Atlantic,Coastal,Thalassia,1990,37.2,,,44.55,13.5,,,,,,
16.793,-87.775,Tropical Atlantic,Coastal,Thalassia,1990,22.5,,,31.35,9.5,,,,,,
16.802,-88.083,Tropical Atlantic,Coastal,Thalassia,1990,27.86,,,120.12,36.4,,0.665,,,,
16.802,-88.083,Tropical Atlantic,Coastal,Thalassia,1990,22.26,,,77.22,23.4,,0.498,,,,
16.828,-88.104,Tropical Atlantic,Coastal,Thalassia,1990,49.21,,,64.68,19.6,,1.327,,,,
16.828,-88.104,Tropical Atlantic,Coastal,Thalassia,1990,31.81,,,43.56,13.2,,0.901,,,,
26.592,-77.008,Tropical Atlantic,Coastal,Thalassia,1990,17.3,,,34.66,10.5,,,,,,
26.592,-77.008,Tropical Atlantic,Coastal,Thalassia,1990,48.6,,,74.58,22.6,,,,,,
20.499,-87.017,Tropical Atlantic,Coastal,Thalassia,1990,150,,,253.44,76.8,,,,,,
20.499,-87.017,Tropical Atlantic,Coastal,Thalassia,1990,20.5,,,53.13,16.1,,,,,,
24.651,-81.35,Tropical Atlantic,Coastal,Thalassia,1990,27.57,,,41.25,12.5,,0.306,,,,
24.651,-81.35,Tropical Atlantic,Coastal,Thalassia,1990,69.18,,,65.67,19.9,,1.083,,,,
24.771,-81.407,Tropical Atlantic,Coastal,Thalassia,1990,40.37,,,71.28,21.6,,0.768,,,,
24.771,-81.407,Tropical Atlantic,Coastal,Thalassia,1990,50,,,48.51,14.7,,1.372,,,,
24.851,-80.617,Tropical Atlantic,Coastal,Thalassia,1990,105.8,,,69.63,21.1,,,,,,
-37.183333,175.866667,Temperate Southern,Estuarine,Zostera,2000,51.6,164.62,216.22,3368.4,,,,,,,
-37.183333,175.866667,Temperate Southern,Estuarine,Zostera,2000,46.68,120.39,167.08,2778.9,,,,,,,
-37.183333,175.866667,Temperate Southern,Estuarine,Zostera,2001,49.14,167.08,216.22,4266.7,,,,,,,
-37.183333,175.866667,Temperate Southern,Estuarine,Zostera,2001,54.05,132.68,186.73,2947.4,,,,,,,
-37.114287,175.883891,Temperate Southern,Estuarine,Zostera,2000,63.88,260.44,324.32,3228.1,,,,,,,
-37.114287,175.883891,Temperate Southern,Estuarine,Zostera,2000,46.68,223.59,270.27,2077.2,,,,,,,
-37.114287,175.883891,Temperate Southern,Estuarine,Zostera,2001,68.8,255.53,324.32,3593,,,,,,,
-37.114287,175.883891,Temperate Southern,Estuarine,Zostera,2001,164.62,309.58,474.2,2357.9,,,,,,,
-36.73779,175.633697,Temperate Southern,Estuarine,Zostera,2000,98.28,641.28,739.56,3957.9,,,,,,,
-36.73779,175.633697,Temperate Southern,Estuarine,Zostera,2000,44.23,481.57,525.8,2077.2,,,,,,,
-36.73779,175.633697,Temperate Southern,Estuarine,Zostera,2001,86,665.85,751.84,3171.9,,,,,,,
-36.73779,175.633697,Temperate Southern,Estuarine,Zostera,2001,122.85,589.68,712.53,3059.6,,,,,,,
-36.741506,175.651541,Temperate Southern,Estuarine,Zostera,2000,78.62,292.38,371.01,2470.2,,,,,,,
-36.741506,175.651541,Temperate Southern,Estuarine,Zostera,2000,36.86,162.16,199.02,1656.1,,,,,,,
-36.741506,175.651541,Temperate Southern,Estuarine,Zostera,2001,71.25,329.24,400.49,2919.3,,,,,,,
-36.741506,175.651541,Temperate Southern,Estuarine,Zostera,2001,63.88,267.81,331.7,2722.8,,,,,,,
27.788,-15.491,Mediterranean,Coastal,Cymodocea,2017,,,,787,,,,,,,
27.852,-15.395,Mediterranean,Coastal,Cymodocea,2017,,,,424,,,,,,,
27.852,-15.395,Mediterranean,Coastal,Cymodocea,2017,,,,650,,,,,,,
27.925,-15.381,Mediterranean,Coastal,Cymodocea,2017,,,,654,,,,,,,
38.167,-0.512,Mediterranean,Coastal,Cymodocea,2017,,,,1295,,,,,,,
38.35,-0.447,Mediterranean,Coastal,Cymodocea,2017,,,,1005,,,,,,,
39.837,3.168,Mediterranean,Coastal,Cymodocea,2017,,,,1183,,,,,,,
39.86,3.11,Mediterranean,Coastal,Cymodocea,2017,,,,756,,,,,,,
39.927,3.14,Mediterranean,Coastal,Cymodocea,2017,,,,810,,,,,,,
-16.7605,145.972,Tropical Indo Pacific,Coastal,Halodule,1994,35,177,212,4450,,,,1.29,,,2
-16.7605,145.972,Tropical Indo Pacific,Coastal,Syringodium,1994,34,41,75,2905,,,,,,,0.3
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,801.19,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,682.49,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,670.62,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,694.36,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,694.36,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassodendron,2001,,,,362.02,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,302.67,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,385.76,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,1246.29,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,658.75,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,599.41,,,,,,,
-4.049416,39.709933,Tropical Indo Pacific,Coastal,Thalassia,2001,,,,599.41,,,,,,,
